Provinsi,Kabupaten_Kota,Tahun,Jenis_Industri,Jumlah_Perusahaan,Jumlah_Tenaga_Kerja,Investasi_Ribu_Rp,Nilai_Produksi_Ribu_Rp,Sumber_Tabel
Sulawesi Tenggara,4. Kolaka,2011.0,UNKNOWN,224.0,1497.0,6788588.0,20510754.0,"Jumlah Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,4. Kolaka,2011.0,UNKNOWN,281.0,647.0,29946507.0,377452722.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,4. Kolaka,2011.0,UNKNOWN,1051.0,5833.0,51071437.0,905374027.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,4. Kolaka,2012.0,UNKNOWN,4.0,1185.0,,,"Jumlah Perusahaan Industri Besar/Sedang, Tenaga Kerja dan Pengeluaran untuk Tenaga Kerja menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,4. Kolaka,2012.0,UNKNOWN,,,,,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2012"
Sulawesi Tenggara,4. Kolaka,2012.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2012"
Sulawesi Tenggara,4. Kolaka,2012.0,UNKNOWN,139.0,1163.0,28235529.0,2928384076.0,"Jumlah Industri Logam dan Mesin Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2012 "
Sulawesi Tenggara,4. Kolaka,2012.0,UNKNOWN,224.0,1497.0,6788588.0,19961184.0,"Jumlah Perusahaan Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,4. Kolaka,2012.0,UNKNOWN,284.0,654.0,30246575.0,333559073.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,4. Kolaka,2012.0,UNKNOWN,1054.0,5840.0,51371505.0,850971221.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,4. Kolaka,2012.0,UNKNOWN,410.0,2886.0,17017554.0,483832432.0,Jumlah Industri Kimia Tenaga Kerja dan Nilai Produksi menurut Kabupaten Kota 2012
Sulawesi Tenggara,4. Kolaka,2013.0,UNKNOWN,4.0,1232.0,,,"Jumlah Perusahaan Industri Besar/Sedang, Tenaga  Kerja dan Pengeluaran untuk Tenaga Kerja menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,4. Kolaka,2013.0,UNKNOWN,,,,,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2013"
Sulawesi Tenggara,4. Kolaka,2013.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2013"
Sulawesi Tenggara,4. Kolaka,2013.0,UNKNOWN,379.0,2886.0,17017554.0,438832000.0,"Jumlah Industri Kimia, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,4. Kolaka,2013.0,UNKNOWN,139.0,1163.0,28235529.0,2319119313.0,"Jumlah Industri Logam dan Mesin Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,4. Kolaka,2013.0,UNKNOWN,224.0,1497.0,6788588.0,19961184.0,"Jumlah Perusahaan Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,4. Kolaka,2013.0,UNKNOWN,287.0,794.0,26870020.0,335019700.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,4. Kolaka,2013.0,UNKNOWN,1051.0,5840.0,51371505.0,850971221.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,4. Kolaka,2014.0,UNKNOWN,4.0,1289.0,,,"Jumlah Perusahaan Industri Besar/Sedang, Tenaga Kerja dan Penge- luaran untuk Tenaga Kerja menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,4. Kolaka,2014.0,UNKNOWN,,,,,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2014"
Sulawesi Tenggara,4. Kolaka,2014.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2014"
Sulawesi Tenggara,4. Kolaka,2014.0,UNKNOWN,384.0,2925.0,17248993.0,444790993.0,"Jumlah Industri Kimia, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,4. Kolaka,2014.0,UNKNOWN,141.0,1179.0,28619532.0,2350659336.0,"Jumlah Industri Logam dan Mesin Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,4. Kolaka,2014.0,UNKNOWN,224.0,1497.0,6788588.0,19961184.0,"Jumlah Perusahaan Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,4. Kolaka,2014.0,UNKNOWN,287.0,794.0,26870020.0,335019700.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,4. Kolaka,2014.0,UNKNOWN,1051.0,5840.0,51371505.0,850971221.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,4. Kolaka,2015.0,IBS,3.0,1077.0,,,"Number of Large and Medium Manufacturing Industry, Employees and Labor Costs by Regency/Municipality, 2015"
Sulawesi Tenggara,4. Kolaka,2015.0,UNKNOWN,,,,,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2015"
Sulawesi Tenggara,4. Kolaka,2015.0,UNKNOWN,,,,4005364370.0,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2015"
Sulawesi Tenggara,4. Kolaka,2015.0,IBS,3.0,1077.0,,,"Perusahaan Industri Besar Sedang, Tenaga  Kerja dan Biaya untuk Tenaga Kerja menurut Kabupaten Kota, 2015"
Sulawesi Tenggara,4. Kolaka,2016.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2016"
Sulawesi Tenggara,4. Kolaka,2016.0,UNKNOWN,470.0,3313.0,18892888.0,537150766.0,"Number of Chemical Industry Establishment, Production Value, Investment and Employees by Regency/Municipality, 2016"
Sulawesi Tenggara,4. Kolaka,2016.0,UNKNOWN,150.0,1248.0,31347084.0,3146071450.0,"Jumlah Industri Logam, Mesin Tenaga Kerja, Investasi dan Nilai Produksi menurut Kabupaten/Kota, 2016"
Sulawesi Tenggara,4. Kolaka,2016.0,UNKNOWN,470.0,3313.0,18892888.0,537150766.0,"Jumlah Industri Kimia, Tenaga Kerja, Investasi dan Nilai Produksi menurut Kabupaten Kota, 2016"
Sulawesi Tenggara,4. Kolaka,2017.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2017"
Sulawesi Tenggara,4. Kolaka,2017.0,UNKNOWN,407.0,3101.0,18283932.0,471478452.0,"Jumlah Industri Kimia, Tenaga Kerja, Investasi dan Nilai Produksi menurut Kabupaten/Kota, 2017"
Sulawesi Tenggara,4. Kolaka,2017.0,UNKNOWN,149.0,1250.0,30336704.0,2491698896.0,"Jumlah Industri Logam, Mesin Tenaga Kerja, Investasi dan Nilai Produksi menurut Kabupaten/Kota, 2017"
Sulawesi Tenggara,5.  Konawe Selatan,2016.0,UNKNOWN,53.0,283.0,4576823.0,28476184.0,"Jumlah Perusahaan Industri Aneka,Investasi, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2016"
Sulawesi Tenggara,5.  Konawe Selatan,2016.0,UNKNOWN,78.0,1171.0,161579222.0,82394800.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Investasi, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2016"
Sulawesi Tenggara,5.  Konawe Selatan,2016.0,UNKNOWN,286.0,1905.0,14762014.0,119126919.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Investasi, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2016"
Sulawesi Tenggara,5.  Konawe Selatan,2016.0,UNKNOWN,53.0,283.0,4576823.0,28476184.0,"Jumlah Perusahaan Industri Aneka,Investasi, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2016"
Sulawesi Tenggara,5.  Konawe Selatan,2017.0,UNKNOWN,65.0,1097.0,101760000.0,78440000.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Investasi, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2017"
Sulawesi Tenggara,5.  Konawe Selatan,2017.0,UNKNOWN,2564.0,12614.0,269183760.0,599924840.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Investasi, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2017"
Sulawesi Tenggara,5. Konawe Selatan,2011.0,UNKNOWN,6.0,227.0,,,"Jumlah Perusahaan Industri Besar/Sedang, Tenaga Kerja dan Pengeluaran untuk Tenaga Kerja Menurut Kabupaten/Kota, 2011			"
Sulawesi Tenggara,5. Konawe Selatan,2011.0,UNKNOWN,,,,10517492.0,"Nilai Tambah Industri Besar/Sedang Menurut Kabupaten/Kota (000 Rp) , 2011					"
Sulawesi Tenggara,5. Konawe Selatan,2011.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2011						"
Sulawesi Tenggara,5. Konawe Selatan,2011.0,UNKNOWN,254.0,1547.0,35688802.0,38913447.0,"Jumlah Industri Kimia, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,5. Konawe Selatan,2011.0,UNKNOWN,80.0,438.0,4056710.0,11378270.0,"Jumlah Industri Logam dan Mesin, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,5. Konawe Selatan,2011.0,UNKNOWN,138.0,758.0,8788588.0,19627516.0,"Jumlah Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,5. Konawe Selatan,2011.0,UNKNOWN,1251.0,9012.0,53947676.0,180485198.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,5. Konawe Selatan,2011.0,UNKNOWN,1720.0,11567.0,80906507.0,244857720.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,5. Konawe Selatan,2012.0,UNKNOWN,6.0,207.0,,,"Jumlah Perusahaan Industri Besar/Sedang, Tenaga Kerja dan Pengeluaran untuk Tenaga Kerja menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,5. Konawe Selatan,2012.0,UNKNOWN,,,,,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2012"
Sulawesi Tenggara,5. Konawe Selatan,2012.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2012"
Sulawesi Tenggara,5. Konawe Selatan,2012.0,UNKNOWN,80.0,438.0,4056716.0,13085011.0,"Jumlah Industri Logam dan Mesin Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2012 "
Sulawesi Tenggara,5. Konawe Selatan,2012.0,UNKNOWN,138.0,758.0,8788588.0,20128204.0,"Jumlah Perusahaan Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,5. Konawe Selatan,2012.0,UNKNOWN,1251.0,9012.0,53947676.0,254714182.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,5. Konawe Selatan,2012.0,UNKNOWN,1720.0,11567.0,80906507.0,339836161.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,5. Konawe Selatan,2012.0,UNKNOWN,252.0,1394.0,20093602.0,54816473.0,Jumlah Industri Kimia Tenaga Kerja dan Nilai Produksi menurut Kabupaten Kota 2012
Sulawesi Tenggara,5. Konawe Selatan,2013.0,UNKNOWN,5.0,165.0,,,"Jumlah Perusahaan Industri Besar/Sedang, Tenaga  Kerja dan Pengeluaran untuk Tenaga Kerja menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,5. Konawe Selatan,2013.0,UNKNOWN,,,,,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2013"
Sulawesi Tenggara,5. Konawe Selatan,2013.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2013"
Sulawesi Tenggara,5. Konawe Selatan,2013.0,UNKNOWN,82.0,184.0,2050000.0,1599000.0,"Jumlah Industri Kimia, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,5. Konawe Selatan,2013.0,UNKNOWN,80.0,438.0,4056716.0,13085011.0,"Jumlah Industri Logam dan Mesin Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,5. Konawe Selatan,2013.0,UNKNOWN,38.0,224.0,2090000.0,20118204.0,"Jumlah Perusahaan Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,5. Konawe Selatan,2013.0,UNKNOWN,61.0,1035.0,96000000.0,74000000.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,5. Konawe Selatan,2013.0,UNKNOWN,258.0,1716.0,13296716.0,107302215.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,5. Konawe Selatan,2014.0,UNKNOWN,11.0,276.0,,,"Jumlah Perusahaan Industri Besar/Sedang, Tenaga Kerja dan Penge- luaran untuk Tenaga Kerja menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,5. Konawe Selatan,2014.0,UNKNOWN,,,,,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2014"
Sulawesi Tenggara,5. Konawe Selatan,2014.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2014"
Sulawesi Tenggara,5. Konawe Selatan,2014.0,UNKNOWN,83.0,187.0,2077880.0,1620746.0,"Jumlah Industri Kimia, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,5. Konawe Selatan,2014.0,UNKNOWN,81.0,444.0,4111887.0,13262967.0,"Jumlah Industri Logam dan Mesin Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,5. Konawe Selatan,2014.0,UNKNOWN,38.0,224.0,2090000.0,20118204.0,"Jumlah Perusahaan Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,5. Konawe Selatan,2014.0,UNKNOWN,61.0,1035.0,96000000.0,74000000.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,5. Konawe Selatan,2014.0,UNKNOWN,258.0,1716.0,13296716.0,107302215.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,5. Konawe Selatan,2015.0,IBS,7.0,172.0,,,"Number of Large and Medium Manufacturing Industry, Employees and Labor Costs by Regency/Municipality, 2015"
Sulawesi Tenggara,5. Konawe Selatan,2015.0,UNKNOWN,,,,,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2015"
Sulawesi Tenggara,5. Konawe Selatan,2015.0,UNKNOWN,,,,20839491.0,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2015"
Sulawesi Tenggara,5. Konawe Selatan,2015.0,IBS,7.0,172.0,,,"Perusahaan Industri Besar Sedang, Tenaga  Kerja dan Biaya untuk Tenaga Kerja menurut Kabupaten Kota, 2015"
Sulawesi Tenggara,5. Konawe Selatan,2016.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2016"
Sulawesi Tenggara,5. Konawe Selatan,2016.0,UNKNOWN,95.0,240.0,2275910.0,17775210.0,"Number of Chemical Industry Establishment, Production Value, Investment and Employees by Regency/Municipality, 2016"
Sulawesi Tenggara,5. Konawe Selatan,2016.0,UNKNOWN,79.0,469.0,4503766.0,14526979.0,"Jumlah Industri Logam, Mesin Tenaga Kerja, Investasi dan Nilai Produksi menurut Kabupaten/Kota, 2016"
Sulawesi Tenggara,5. Konawe Selatan,2016.0,UNKNOWN,95.0,240.0,2275910.0,17775210.0,"Jumlah Industri Kimia, Tenaga Kerja, Investasi dan Nilai Produksi menurut Kabupaten Kota, 2016"
Sulawesi Tenggara,5. Konawe Selatan,2017.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2017"
Sulawesi Tenggara,5. Konawe Selatan,2017.0,UNKNOWN,88.0,198.0,2202553.0,1717991.0,"Jumlah Industri Kimia, Tenaga Kerja, Investasi dan Nilai Produksi menurut Kabupaten/Kota, 2017"
Sulawesi Tenggara,5. Konawe Selatan,2017.0,UNKNOWN,86.0,471.0,4358601.0,14058745.0,"Jumlah Industri Logam, Mesin Tenaga Kerja, Investasi dan Nilai Produksi menurut Kabupaten/Kota, 2017"
Sulawesi Tenggara,6.  Bombana,2016.0,UNKNOWN,51.0,109.0,1258967.0,2735768.0,"Jumlah Perusahaan Industri Aneka,Investasi, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2016"
Sulawesi Tenggara,6.  Bombana,2016.0,UNKNOWN,243.0,859.0,24598522.0,57942961.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Investasi, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2016"
Sulawesi Tenggara,6.  Bombana,2016.0,UNKNOWN,425.0,1547.0,32633209.0,80260700.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Investasi, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2016"
Sulawesi Tenggara,6.  Bombana,2016.0,UNKNOWN,51.0,109.0,1258967.0,2735768.0,"Jumlah Perusahaan Industri Aneka,Investasi, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2016"
Sulawesi Tenggara,6.  Bombana,2017.0,UNKNOWN,232.0,820.0,23486248.0,55322950.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Investasi, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2017"
Sulawesi Tenggara,6.  Bombana,2017.0,UNKNOWN,1078.0,5181.0,110563540.0,2246409360.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Investasi, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2017"
Sulawesi Tenggara,6. Bombana,2011.0,UNKNOWN,0.0,0.0,,,"Jumlah Perusahaan Industri Besar/Sedang, Tenaga Kerja dan Pengeluaran untuk Tenaga Kerja Menurut Kabupaten/Kota, 2011			"
Sulawesi Tenggara,6. Bombana,2011.0,UNKNOWN,,,,0.0,"Nilai Tambah Industri Besar/Sedang Menurut Kabupaten/Kota (000 Rp) , 2011					"
Sulawesi Tenggara,6. Bombana,2011.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2011						"
Sulawesi Tenggara,6. Bombana,2011.0,UNKNOWN,60.0,222.0,5336535.0,6044924.0,"Jumlah Industri Kimia, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,6. Bombana,2011.0,UNKNOWN,90.0,326.0,2266618.0,8692731.0,"Jumlah Industri Logam dan Mesin, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,6. Bombana,2011.0,UNKNOWN,118.0,428.0,3007916.0,11397136.0,"Jumlah Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,6. Bombana,2011.0,UNKNOWN,199.0,656.0,5066838.0,17127095.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,6. Bombana,2011.0,UNKNOWN,467.0,1632.0,15677907.0,43261886.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2011				"
Sulawesi Tenggara,6. Bombana,2012.0,UNKNOWN,1.0,54.0,,,"Jumlah Perusahaan Industri Besar/Sedang, Tenaga Kerja dan Pengeluaran untuk Tenaga Kerja menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,6. Bombana,2012.0,UNKNOWN,,,,,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2012"
Sulawesi Tenggara,6. Bombana,2012.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2012"
Sulawesi Tenggara,6. Bombana,2012.0,UNKNOWN,90.0,326.0,2266618.0,9448999.0,"Jumlah Industri Logam dan Mesin Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2012 "
Sulawesi Tenggara,6. Bombana,2012.0,UNKNOWN,118.0,428.0,3007916.0,2194936.0,"Jumlah Perusahaan Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,6. Bombana,2012.0,UNKNOWN,199.0,656.0,5066838.0,17879016.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,6. Bombana,2012.0,UNKNOWN,472.0,1657.0,15802907.0,36129426.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2012"
Sulawesi Tenggara,6. Bombana,2012.0,UNKNOWN,65.0,247.0,5461535.0,6606475.0,Jumlah Industri Kimia Tenaga Kerja dan Nilai Produksi menurut Kabupaten Kota 2012
Sulawesi Tenggara,6. Bombana,2013.0,UNKNOWN,2.0,72.0,,,"Jumlah Perusahaan Industri Besar/Sedang, Tenaga  Kerja dan Pengeluaran untuk Tenaga Kerja menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,6. Bombana,2013.0,UNKNOWN,,,,,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2013"
Sulawesi Tenggara,6. Bombana,2013.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2013"
Sulawesi Tenggara,6. Bombana,2013.0,UNKNOWN,59.0,222.0,5336335.0,8832702.0,"Jumlah Industri Kimia, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,6. Bombana,2013.0,UNKNOWN,90.0,326.0,2266618.0,9872204.0,"Jumlah Industri Logam dan Mesin Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,6. Bombana,2013.0,UNKNOWN,18.0,98.0,1134000.0,2413528.0,"Jumlah Perusahaan Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,6. Bombana,2013.0,UNKNOWN,182.0,681.0,6331838.0,20502362.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,6. Bombana,2013.0,UNKNOWN,346.0,1300.0,13568991.0,39985796.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2013"
Sulawesi Tenggara,6. Bombana,2014.0,UNKNOWN,1.0,70.0,,,"Jumlah Perusahaan Industri Besar/Sedang, Tenaga Kerja dan Penge- luaran untuk Tenaga Kerja menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,6. Bombana,2014.0,UNKNOWN,,,,,"Nilai Tambah Industri Besar/Sedang menurut Kabupaten/Kota (000 Rp) , 2014"
Sulawesi Tenggara,6. Bombana,2014.0,UNKNOWN,,,,,"Jumlah Perusahaan Industri Menurut Kabupaten/Kota dan Kelompok Industri, 2014"
Sulawesi Tenggara,6. Bombana,2014.0,UNKNOWN,60.0,225.0,5408909.0,8952827.0,"Jumlah Industri Kimia, Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,6. Bombana,2014.0,UNKNOWN,91.0,330.0,2297444.0,10006466.0,"Jumlah Industri Logam dan Mesin Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,6. Bombana,2014.0,UNKNOWN,18.0,98.0,1134000.0,2464212.0,"Jumlah Perusahaan Industri Aneka, Tenaga Kerja dan Nilai Produksi Menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,6. Bombana,2014.0,UNKNOWN,219.0,774.0,22156838.0,52191462.0,"Jumlah Industri Hasil Pertanian dan Kehutanan (IHPK), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
Sulawesi Tenggara,6. Bombana,2014.0,UNKNOWN,383.0,1393.0,29393991.0,72293911.0,"Jumlah Industri Kecil (Hasil Pertanian, Kehutanan, Logam dan Mesin, Industri Aneka), Tenaga Kerja dan Nilai Produksi menurut Kabupaten/Kota, 2014"
