Provinsi,Kabupaten_Kota,Tahun,Jenis_Industri,Jumlah_Perusahaan,Jumlah_Tenaga_Kerja,Investasi_Ribu_Rp,Nilai_Produksi_Ribu_Rp,Sumber_Tabel
Gorontalo,4. Bone Bolango,2014.0,IMK,1285.0,2411.0,3000555.0,16813645.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,5. Gorontalo Utara,2009.0,IMK,1296.0,2788.0,5345379.0,33986657.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,5. Gorontalo Utara,2009.0,IMK,1384.0,3421.0,6075879.0,38917327.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,5. Gorontalo Utara,2009.0,IMK,1439.0,3637.0,7508629.0,44489303.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,5. Gorontalo Utara,2009.0,IMK,1451.0,3671.0,7548129.0,44618703.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,5. Gorontalo Utara,2009.0,IMK,2224.0,5445.0,12210324.0,81762337.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,5. Gorontalo Utara,2009.0,IMK,2258.0,5598.0,16055374.0,82952937.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,5. Gorontalo Utara,2010.0,IMK,1384.0,3421.0,6075879.0,38917327.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,5. Gorontalo Utara,2010.0,IMK,1296.0,2788.0,5345379.0,33986657.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,5. Gorontalo Utara,2010.0,IMK,1439.0,3637.0,7508629.0,44489303.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,5. Gorontalo Utara,2010.0,IMK,1451.0,3671.0,7548129.0,44618703.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,5. Gorontalo Utara,2010.0,IMK,2224.0,5445.0,12210324.0,81762337.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,5. Gorontalo Utara,2010.0,IMK,2258.0,5598.0,16055374.0,82952937.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,5. Gorontalo Utara,2011.0,IMK,1439.0,3637.0,7508629.0,44489303.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,5. Gorontalo Utara,2011.0,IMK,1384.0,3421.0,6075879.0,38917327.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,5. Gorontalo Utara,2011.0,IMK,1296.0,2788.0,5345379.0,33986657.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,5. Gorontalo Utara,2011.0,IMK,1451.0,3671.0,7548129.0,44618703.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,5. Gorontalo Utara,2011.0,IMK,2224.0,5445.0,12210324.0,81762337.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
